user_id,text,timestamp,label
268,I enjoyed spending time with friends,2024-09-20,0
1015,I feel very sad and lonely,2024-07-18,1
1608,I feel happy and motivated,2024-09-18,0
1141,I feel tired of everything,2024-07-30,1
1520,I have no motivation anymore,2024-10-18,1
321,I feel very sad and lonely,2024-04-27,1
1152,I feel hopeless about my future,2024-06-08,1
275,Nothing makes me happy anymore,2024-05-16,1
347,I enjoyed spending time with friends,2024-07-28,0
440,I feel empty inside,2024-06-07,1
1846,I watched a great movie today,2024-05-15,0
591,I watched a great movie today,2024-01-07,0
1205,I have no motivation anymore,2024-04-14,1
179,I can't find joy in anything,2024-05-22,1
808,I can't find joy in anything,2024-02-15,1
578,Today was productive and fun,2024-05-29,0
1421,I have no motivation anymore,2024-06-14,1
1341,I feel happy and motivated,2024-01-13,0
303,I feel tired of everything,2024-12-01,1
968,I can't find joy in anything,2024-04-20,1
1889,I have no motivation anymore,2024-08-20,1
1057,I enjoyed spending time with friends,2024-06-12,0
1389,Today was a relaxing day,2024-11-22,0
319,I can't find joy in anything,2024-02-11,1
626,I feel empty inside,2024-06-20,1
590,I enjoyed spending time with friends,2024-03-13,0
1143,I feel like nobody understands me,2024-01-30,1
1025,I feel very sad and lonely,2024-10-31,1
56,I enjoyed a nice walk outside,2024-01-29,0
426,Nothing makes me happy anymore,2024-10-22,1
1369,I watched a great movie today,2024-07-26,0
68,I watched a great movie today,2024-07-30,0
181,Nothing makes me happy anymore,2024-04-19,1
706,Today was a relaxing day,2024-10-01,0
820,I had a great day today,2024-02-16,0
1608,I feel very sad and lonely,2024-03-02,1
338,Nothing makes me happy anymore,2024-09-22,1
1726,Today was a relaxing day,2024-11-30,0
1160,I feel like nobody understands me,2024-08-01,1
679,I feel very sad and lonely,2024-01-21,1
663,I feel very lonely these days,2024-11-08,1
916,Nothing makes me happy anymore,2024-12-13,1
1724,I feel very lonely these days,2024-01-13,1
1563,I enjoyed spending time with friends,2024-05-26,0
547,I watched a great movie today,2024-06-09,0
527,I had a good conversation today,2024-09-13,0
1505,I feel like nobody understands me,2024-07-21,1
536,I love playing sports,2024-03-01,0
17,I have no motivation anymore,2024-09-26,1
222,I am excited about tomorrow,2024-02-15,0
411,I enjoyed a nice walk outside,2024-10-12,0
1832,I feel hopeless about my future,2024-06-05,1
1135,I enjoyed spending time with friends,2024-12-30,0
926,I love playing sports,2024-01-12,0
1361,I enjoyed a nice walk outside,2024-05-01,0
292,I had a great day today,2024-01-12,0
223,I am excited about tomorrow,2024-07-17,0
746,I feel empty inside,2024-12-26,1
1574,I feel hopeless about my future,2024-01-06,1
1707,I feel like nobody understands me,2024-03-03,1
1425,I can't find joy in anything,2024-07-03,1
689,I have no motivation anymore,2024-01-17,1
1257,I have no motivation anymore,2024-06-03,1
188,Today was productive and fun,2024-02-18,0
588,Nothing makes me happy anymore,2024-08-27,1
1694,I feel hopeless about my future,2024-11-09,1
481,Today was a relaxing day,2024-05-25,0
1682,Today was productive and fun,2024-10-02,0
1919,I feel happy and motivated,2024-08-19,0
240,Today was productive and fun,2024-11-28,0
546,I can't find joy in anything,2024-11-03,1
1507,I feel like nobody understands me,2024-10-29,1
972,I feel very sad and lonely,2024-05-08,1
1600,I am excited about tomorrow,2024-12-28,0
229,Today was productive and fun,2024-08-19,0
1277,Life feels meaningless,2024-05-05,1
656,I have no motivation anymore,2024-07-25,1
634,I feel very sad and lonely,2024-02-20,1
1101,Today was productive and fun,2024-10-08,0
811,I had a great day today,2024-01-22,0
1220,I feel empty inside,2024-12-10,1
1270,I feel happy and motivated,2024-12-12,0
1633,I can't find joy in anything,2024-12-26,1
1042,Today was productive and fun,2024-10-07,0
830,Today was a relaxing day,2024-12-01,0
143,I can't find joy in anything,2024-10-10,1
1846,I enjoyed spending time with friends,2024-05-07,0
1712,I feel happy and motivated,2024-06-06,0
757,I feel like nobody understands me,2024-05-07,1
196,I had a great day today,2024-06-15,0
980,I can't find joy in anything,2024-10-21,1
306,I had a great day today,2024-01-19,0
1133,I feel empty inside,2024-09-03,1
438,Nothing makes me happy anymore,2024-09-04,1
1197,I feel like nobody understands me,2024-11-04,1
178,I have no motivation anymore,2024-06-03,1
1080,I feel empty inside,2024-07-25,1
107,I love playing sports,2024-05-26,0
1747,I feel tired of everything,2024-06-19,1
606,I had a great day today,2024-09-11,0
24,I feel happy and motivated,2024-09-05,0
344,I watched a great movie today,2024-01-31,0
744,Life feels meaningless,2024-07-14,1
289,I love playing sports,2024-09-28,0
1441,I feel tired of everything,2024-12-08,1
376,I had a great day today,2024-05-11,0
402,I feel happy and motivated,2024-02-27,0
550,I feel empty inside,2024-02-25,1
109,Today was productive and fun,2024-02-03,0
1658,I had a good conversation today,2024-01-02,0
1058,I am excited about tomorrow,2024-03-14,0
328,I feel empty inside,2024-12-23,1
1208,I feel happy and motivated,2024-09-03,0
827,I love playing sports,2024-12-15,0
380,I feel tired of everything,2024-08-07,1
452,Life feels meaningless,2024-04-19,1
535,Today was a relaxing day,2024-12-28,0
1630,I feel tired of everything,2024-08-02,1
466,I enjoyed spending time with friends,2024-09-24,0
331,I love playing sports,2024-05-25,0
895,I feel hopeless about my future,2024-12-03,1
404,Today was a relaxing day,2024-01-20,0
90,I can't find joy in anything,2024-08-05,1
1627,I feel hopeless about my future,2024-11-20,1
854,I feel like nobody understands me,2024-01-11,1
500,Today was productive and fun,2024-01-19,0
1638,I love playing sports,2024-06-23,0
417,I have no motivation anymore,2024-01-17,1
1667,I feel tired of everything,2024-09-15,1
1847,Nothing makes me happy anymore,2024-06-01,1
1190,Life feels meaningless,2024-09-30,1
124,I have no motivation anymore,2024-09-27,1
968,I feel hopeless about my future,2024-11-18,1
413,I feel hopeless about my future,2024-12-21,1
65,I watched a great movie today,2024-07-07,0
527,I feel hopeless about my future,2024-12-25,1
761,Today was productive and fun,2024-06-13,0
226,I love playing sports,2024-07-30,0
1627,I feel happy and motivated,2024-12-13,0
1790,I feel happy and motivated,2024-12-08,0
1077,I enjoyed spending time with friends,2024-11-11,0
1220,I watched a great movie today,2024-03-14,0
1406,I have no motivation anymore,2024-05-07,1
42,I feel happy and motivated,2024-10-04,0
1291,I have no motivation anymore,2024-04-11,1
1968,I am excited about tomorrow,2024-10-19,0
1649,Today was a relaxing day,2024-07-23,0
145,I had a great day today,2024-03-19,0
1805,I have no motivation anymore,2024-01-23,1
387,Nothing makes me happy anymore,2024-05-21,1
1975,I feel hopeless about my future,2024-04-15,1
395,I am excited about tomorrow,2024-10-11,0
1979,I feel very lonely these days,2024-11-19,1
4,I have no motivation anymore,2024-08-31,1
1321,I had a great day today,2024-02-28,0
498,I had a good conversation today,2024-11-10,0
1722,Today was a relaxing day,2024-03-08,0
1059,Nothing makes me happy anymore,2024-04-29,1
186,Today was a relaxing day,2024-04-25,0
1012,Nothing makes me happy anymore,2024-12-18,1
1676,I love playing sports,2024-07-16,0
91,I feel empty inside,2024-10-16,1
1221,Today was productive and fun,2024-04-08,0
645,I feel empty inside,2024-04-15,1
421,I feel very sad and lonely,2024-12-22,1
1784,Today was a relaxing day,2024-03-08,0
146,I had a great day today,2024-12-19,0
1398,I feel tired of everything,2024-05-22,1
1773,I feel empty inside,2024-04-01,1
1986,I feel like nobody understands me,2024-12-17,1
1778,Life feels meaningless,2024-07-05,1
70,I had a great day today,2024-06-28,0
1794,I feel very sad and lonely,2024-11-30,1
1251,Today was productive and fun,2024-03-22,0
586,Nothing makes me happy anymore,2024-11-25,1
1673,I watched a great movie today,2024-05-09,0
1895,I feel happy and motivated,2024-06-26,0
704,I had a great day today,2024-12-04,0
318,I feel hopeless about my future,2024-12-08,1
141,I enjoyed spending time with friends,2024-03-25,0
1100,I feel happy and motivated,2024-01-25,0
1983,I feel empty inside,2024-05-23,1
1746,I feel hopeless about my future,2024-01-26,1
1807,Nothing makes me happy anymore,2024-06-11,1
722,Today was productive and fun,2024-03-28,0
1879,I feel very lonely these days,2024-04-22,1
1584,Nothing makes me happy anymore,2024-11-05,1
505,Today was a relaxing day,2024-02-09,0
1790,I enjoyed a nice walk outside,2024-03-31,0
820,Life feels meaningless,2024-02-03,1
538,I have no motivation anymore,2024-09-05,1
1147,I can't find joy in anything,2024-05-19,1
1819,I can't find joy in anything,2024-02-25,1
613,I can't find joy in anything,2024-07-13,1
1742,Today was a relaxing day,2024-10-23,0
1597,Life feels meaningless,2024-05-27,1
542,I feel hopeless about my future,2024-05-19,1
1661,I feel empty inside,2024-06-20,1
817,Nothing makes me happy anymore,2024-01-27,1
217,I feel empty inside,2024-12-13,1
40,I feel very sad and lonely,2024-03-19,1
933,I can't find joy in anything,2024-11-26,1
1825,I can't find joy in anything,2024-01-17,1
637,I feel empty inside,2024-06-14,1
1928,Nothing makes me happy anymore,2024-08-27,1
1670,I feel tired of everything,2024-08-01,1
1655,I feel like nobody understands me,2024-04-22,1
805,Life feels meaningless,2024-06-18,1
871,I feel very lonely these days,2024-01-18,1
26,I feel happy and motivated,2024-02-28,0
1676,Nothing makes me happy anymore,2024-06-30,1
324,I feel very lonely these days,2024-05-13,1
1105,I love playing sports,2024-11-30,0
1929,I feel very sad and lonely,2024-06-11,1
342,Today was a relaxing day,2024-02-27,0
836,I had a good conversation today,2024-10-22,0
441,I feel happy and motivated,2024-09-01,0
363,I can't find joy in anything,2024-04-25,1
762,I watched a great movie today,2024-12-11,0
561,Today was productive and fun,2024-10-16,0
1327,I can't find joy in anything,2024-12-26,1
188,Today was productive and fun,2024-10-30,0
1546,I can't find joy in anything,2024-12-05,1
1715,I feel very lonely these days,2024-02-19,1
1251,Today was productive and fun,2024-07-03,0
1773,I feel happy and motivated,2024-08-23,0
1412,I enjoyed a nice walk outside,2024-02-28,0
171,I had a great day today,2024-10-22,0
456,I watched a great movie today,2024-10-07,0
444,I feel empty inside,2024-11-20,1
415,I had a good conversation today,2024-02-15,0
1446,I can't find joy in anything,2024-05-24,1
880,I enjoyed a nice walk outside,2024-06-18,0
1942,I watched a great movie today,2024-04-04,0
1185,I had a good conversation today,2024-08-30,0
1183,I feel tired of everything,2024-01-01,1
1669,I have no motivation anymore,2024-02-18,1
1523,I feel happy and motivated,2024-08-10,0
1591,I feel like nobody understands me,2024-09-16,1
1889,I watched a great movie today,2024-10-20,0
1601,Today was productive and fun,2024-08-27,0
1274,I enjoyed a nice walk outside,2024-12-05,0
644,I had a good conversation today,2024-05-05,0
971,Today was productive and fun,2024-08-13,0
1342,I feel very sad and lonely,2024-04-03,1
281,Today was a relaxing day,2024-09-13,0
1007,Today was a relaxing day,2024-05-23,0
334,I feel very sad and lonely,2024-11-15,1
218,I feel empty inside,2024-11-26,1
1726,I had a great day today,2024-12-10,0
1902,Today was a relaxing day,2024-05-19,0
343,I had a great day today,2024-10-09,0
1029,Nothing makes me happy anymore,2024-03-24,1
1816,I feel tired of everything,2024-02-14,1
1713,Today was a relaxing day,2024-07-25,0
347,I had a good conversation today,2024-12-31,0
1658,I feel very lonely these days,2024-10-05,1
1370,I enjoyed a nice walk outside,2024-04-18,0
1820,I feel very sad and lonely,2024-01-02,1
1242,Today was a relaxing day,2024-09-28,0
934,I enjoyed a nice walk outside,2024-04-17,0
1707,I love playing sports,2024-03-30,0
1447,I feel empty inside,2024-06-21,1
1837,I love playing sports,2024-03-23,0
1093,I feel very sad and lonely,2024-07-30,1
708,I feel like nobody understands me,2024-01-30,1
1481,I feel very lonely these days,2024-10-03,1
68,Today was a relaxing day,2024-09-03,0
426,Today was productive and fun,2024-02-27,0
339,I feel tired of everything,2024-03-11,1
472,I enjoyed spending time with friends,2024-03-03,0
1236,I am excited about tomorrow,2024-04-13,0
324,Nothing makes me happy anymore,2024-10-18,1
625,I feel like nobody understands me,2024-11-22,1
1833,Life feels meaningless,2024-02-09,1
380,I can't find joy in anything,2024-01-24,1
589,Today was a relaxing day,2024-10-24,0
751,I enjoyed spending time with friends,2024-11-29,0
1457,I love playing sports,2024-06-23,0
1682,Life feels meaningless,2024-09-07,1
605,I enjoyed a nice walk outside,2024-04-22,0
314,Today was productive and fun,2024-06-09,0
1036,I feel like nobody understands me,2024-05-16,1
1167,I have no motivation anymore,2024-09-23,1
1418,I watched a great movie today,2024-12-17,0
885,I enjoyed a nice walk outside,2024-05-26,0
1283,I am excited about tomorrow,2024-04-30,0
1598,I had a great day today,2024-09-04,0
1886,I watched a great movie today,2024-06-07,0
1869,I feel tired of everything,2024-07-31,1
1723,Life feels meaningless,2024-12-14,1
1913,I feel very sad and lonely,2024-01-03,1
1895,I watched a great movie today,2024-01-17,0
809,Today was productive and fun,2024-05-14,0
1773,I enjoyed spending time with friends,2024-05-23,0
1991,I feel tired of everything,2024-06-05,1
1346,Today was a relaxing day,2024-12-16,0
1840,I can't find joy in anything,2024-09-13,1
872,I love playing sports,2024-10-17,0
108,I feel hopeless about my future,2024-01-14,1
83,I had a great day today,2024-09-22,0
1956,I enjoyed a nice walk outside,2024-01-06,0
1074,I had a great day today,2024-06-27,0
654,I feel empty inside,2024-12-27,1
1335,I had a great day today,2024-10-06,0
127,Today was productive and fun,2024-05-09,0
316,I have no motivation anymore,2024-10-09,1
1954,I feel like nobody understands me,2024-03-02,1
897,I feel hopeless about my future,2024-04-28,1
1477,I feel very sad and lonely,2024-07-15,1
1953,I enjoyed a nice walk outside,2024-06-07,0
1758,I am excited about tomorrow,2024-09-15,0
1683,I am excited about tomorrow,2024-10-01,0
67,I am excited about tomorrow,2024-08-21,0
956,I feel very lonely these days,2024-12-03,1
125,I had a great day today,2024-12-23,0
193,I feel empty inside,2024-06-23,1
270,I feel happy and motivated,2024-09-25,0
1770,Today was productive and fun,2024-06-09,0
1235,Today was productive and fun,2024-12-01,0
579,I feel happy and motivated,2024-11-11,0
619,I am excited about tomorrow,2024-08-06,0
915,I had a great day today,2024-10-23,0
1018,I feel very sad and lonely,2024-03-01,1
1497,I feel empty inside,2024-11-06,1
1127,I enjoyed spending time with friends,2024-01-05,0
996,I feel empty inside,2024-07-11,1
922,I have no motivation anymore,2024-12-03,1
1591,I feel very sad and lonely,2024-01-05,1
222,I feel like nobody understands me,2024-01-10,1
715,Today was a relaxing day,2024-03-27,0
1801,I feel very sad and lonely,2024-05-26,1
1792,I had a good conversation today,2024-02-14,0
1853,Nothing makes me happy anymore,2024-10-24,1
1785,I love playing sports,2024-12-05,0
783,I enjoyed spending time with friends,2024-04-29,0
182,I enjoyed a nice walk outside,2024-07-20,0
689,Life feels meaningless,2024-09-04,1
253,I have no motivation anymore,2024-06-28,1
830,I love playing sports,2024-03-04,0
1684,I feel happy and motivated,2024-10-17,0
1647,I can't find joy in anything,2024-12-06,1
647,I feel empty inside,2024-06-11,1
187,I feel like nobody understands me,2024-02-09,1
382,Today was a relaxing day,2024-08-11,0
1814,Today was a relaxing day,2024-07-01,0
276,Nothing makes me happy anymore,2024-10-07,1
1833,Nothing makes me happy anymore,2024-01-12,1
1399,I feel tired of everything,2024-09-09,1
761,I watched a great movie today,2024-01-24,0
1902,I watched a great movie today,2024-01-31,0
1217,I can't find joy in anything,2024-10-10,1
1163,I feel tired of everything,2024-02-27,1
778,I enjoyed spending time with friends,2024-11-26,0
1898,Today was a relaxing day,2024-01-21,0
826,I watched a great movie today,2024-11-02,0
131,I watched a great movie today,2024-07-19,0
224,I had a great day today,2024-06-21,0
162,I feel hopeless about my future,2024-05-13,1
1707,I enjoyed spending time with friends,2024-04-30,0
1085,I am excited about tomorrow,2024-06-15,0
925,I had a great day today,2024-09-10,0
1569,I feel empty inside,2024-08-09,1
582,I feel very sad and lonely,2024-05-11,1
777,I had a great day today,2024-05-21,0
944,I feel happy and motivated,2024-11-08,0
590,I feel hopeless about my future,2024-03-01,1
139,I have no motivation anymore,2024-04-29,1
1180,I can't find joy in anything,2024-12-01,1
460,I feel empty inside,2024-08-15,1
1320,I feel empty inside,2024-06-28,1
745,Nothing makes me happy anymore,2024-12-09,1
1203,I feel hopeless about my future,2024-05-12,1
1682,I have no motivation anymore,2024-12-24,1
1195,I can't find joy in anything,2024-09-21,1
1709,I feel hopeless about my future,2024-01-24,1
70,I feel tired of everything,2024-11-18,1
1523,I am excited about tomorrow,2024-02-25,0
720,I can't find joy in anything,2024-11-10,1
999,Life feels meaningless,2024-02-11,1
442,Today was a relaxing day,2024-10-19,0
793,I enjoyed spending time with friends,2024-06-15,0
1665,Life feels meaningless,2024-10-03,1
1444,I feel like nobody understands me,2024-05-14,1
706,Today was productive and fun,2024-09-09,0
958,I have no motivation anymore,2024-03-05,1
477,I feel very lonely these days,2024-10-04,1
499,Today was productive and fun,2024-09-30,0
601,I enjoyed a nice walk outside,2024-11-29,0
1701,I can't find joy in anything,2024-03-27,1
1797,I feel very lonely these days,2024-04-13,1
871,I feel hopeless about my future,2024-04-23,1
14,I enjoyed spending time with friends,2024-07-11,0
1297,I feel hopeless about my future,2024-10-02,1
1396,I love playing sports,2024-03-19,0
459,I feel very sad and lonely,2024-05-29,1
532,I enjoyed spending time with friends,2024-09-18,0
1186,I can't find joy in anything,2024-01-18,1
883,I feel very lonely these days,2024-10-27,1
910,I love playing sports,2024-12-24,0
1361,I had a good conversation today,2024-05-20,0
1385,I watched a great movie today,2024-06-29,0
1280,Today was productive and fun,2024-04-14,0
1397,I had a great day today,2024-01-28,0
965,I feel very sad and lonely,2024-02-19,1
160,I watched a great movie today,2024-03-14,0
1448,Life feels meaningless,2024-04-21,1
1799,I had a good conversation today,2024-03-28,0
441,I feel hopeless about my future,2024-09-24,1
262,I had a great day today,2024-10-08,0
51,I feel hopeless about my future,2024-03-21,1
453,Today was productive and fun,2024-10-02,0
1862,I have no motivation anymore,2024-04-28,1
35,I love playing sports,2024-07-23,0
713,I feel happy and motivated,2024-02-05,0
1304,I have no motivation anymore,2024-09-18,1
1724,I love playing sports,2024-04-24,0
1276,I had a good conversation today,2024-10-05,0
32,I feel very sad and lonely,2024-10-03,1
803,Today was productive and fun,2024-08-16,0
42,I enjoyed spending time with friends,2024-10-09,0
1432,Nothing makes me happy anymore,2024-04-07,1
468,Today was a relaxing day,2024-05-05,0
815,I feel hopeless about my future,2024-06-01,1
1048,Life feels meaningless,2024-11-17,1
316,I feel like nobody understands me,2024-10-17,1
800,I feel very sad and lonely,2024-10-22,1
685,Nothing makes me happy anymore,2024-07-08,1
770,I enjoyed a nice walk outside,2024-05-07,0
1851,I feel happy and motivated,2024-09-23,0
225,I feel empty inside,2024-02-27,1
1833,Today was a relaxing day,2024-06-14,0
105,Nothing makes me happy anymore,2024-09-10,1
1388,I feel tired of everything,2024-08-25,1
1109,Life feels meaningless,2024-02-10,1
628,I had a great day today,2024-09-09,0
107,I enjoyed spending time with friends,2024-03-29,0
775,I enjoyed spending time with friends,2024-01-05,0
1279,Life feels meaningless,2024-12-18,1
940,I am excited about tomorrow,2024-07-22,0
1909,Life feels meaningless,2024-08-29,1
55,I feel very sad and lonely,2024-11-17,1
1981,I feel very lonely these days,2024-11-02,1
1784,I love playing sports,2024-06-08,0
818,I watched a great movie today,2024-05-02,0
983,I feel tired of everything,2024-12-10,1
1367,I am excited about tomorrow,2024-03-18,0
1780,I feel very sad and lonely,2024-10-24,1
1733,I feel happy and motivated,2024-11-12,0
533,I feel empty inside,2024-04-12,1
147,I feel happy and motivated,2024-07-11,0
178,I am excited about tomorrow,2024-09-12,0
1997,Today was a relaxing day,2024-03-10,0
1154,I had a good conversation today,2024-04-29,0
1674,I enjoyed spending time with friends,2024-08-07,0
825,Today was productive and fun,2024-04-28,0
681,I feel very sad and lonely,2024-05-20,1
454,I watched a great movie today,2024-04-16,0
336,I enjoyed spending time with friends,2024-02-25,0
241,I feel happy and motivated,2024-04-16,0
1155,I enjoyed a nice walk outside,2024-04-28,0
1558,Today was a relaxing day,2024-02-24,0
1653,I had a great day today,2024-12-22,0
990,I watched a great movie today,2024-11-13,0
891,I feel hopeless about my future,2024-12-23,1
1996,I am excited about tomorrow,2024-02-14,0
265,I love playing sports,2024-03-18,0
53,I have no motivation anymore,2024-02-25,1
1299,I feel happy and motivated,2024-12-23,0
730,Life feels meaningless,2024-05-08,1
1230,I feel empty inside,2024-12-09,1
1404,Today was productive and fun,2024-12-22,0
1526,I feel like nobody understands me,2024-03-09,1
879,I have no motivation anymore,2024-08-14,1
1914,I feel hopeless about my future,2024-08-24,1
768,I enjoyed a nice walk outside,2024-01-07,0
613,I feel happy and motivated,2024-06-09,0
210,I love playing sports,2024-05-15,0
17,I feel hopeless about my future,2024-11-04,1
1166,I enjoyed a nice walk outside,2024-10-06,0
1677,I have no motivation anymore,2024-03-27,1
1596,Today was productive and fun,2024-01-05,0
1818,I love playing sports,2024-05-28,0
1771,Today was a relaxing day,2024-06-29,0
112,I feel very sad and lonely,2024-09-13,1
321,I enjoyed spending time with friends,2024-05-27,0
911,I can't find joy in anything,2024-06-09,1
1618,I watched a great movie today,2024-10-19,0
1597,Today was a relaxing day,2024-12-29,0
1646,Today was productive and fun,2024-01-13,0
1403,I love playing sports,2024-01-18,0
449,Nothing makes me happy anymore,2024-05-10,1
1459,I enjoyed a nice walk outside,2024-04-11,0
1853,I feel happy and motivated,2024-11-27,0
555,I feel very sad and lonely,2024-06-12,1
55,I enjoyed a nice walk outside,2024-03-13,0
63,I feel empty inside,2024-08-10,1
211,I feel empty inside,2024-06-06,1
1949,I enjoyed spending time with friends,2024-11-14,0
1962,I feel happy and motivated,2024-05-07,0
1976,I feel very sad and lonely,2024-02-18,1
1799,I feel empty inside,2024-10-31,1
1652,I feel tired of everything,2024-05-20,1
1544,I love playing sports,2024-12-16,0
393,Nothing makes me happy anymore,2024-09-13,1
676,I can't find joy in anything,2024-04-10,1
1730,I feel tired of everything,2024-02-07,1
1984,I feel like nobody understands me,2024-06-03,1
783,I feel very sad and lonely,2024-02-14,1
1724,I feel tired of everything,2024-10-19,1
580,I feel very sad and lonely,2024-02-02,1
449,Life feels meaningless,2024-10-11,1
804,Today was a relaxing day,2024-02-12,0
1342,Nothing makes me happy anymore,2024-09-21,1
1376,I enjoyed a nice walk outside,2024-11-09,0
724,I feel very sad and lonely,2024-08-22,1
872,I feel hopeless about my future,2024-07-05,1
1564,I have no motivation anymore,2024-12-25,1
742,I feel empty inside,2024-11-11,1
1832,Today was productive and fun,2024-05-08,0
1284,I feel empty inside,2024-06-14,1
1196,I feel happy and motivated,2024-06-10,0
1377,I can't find joy in anything,2024-04-09,1
1123,I am excited about tomorrow,2024-01-02,0
1807,I enjoyed a nice walk outside,2024-11-12,0
1079,I feel hopeless about my future,2024-02-20,1
689,Today was a relaxing day,2024-10-04,0
276,I feel very sad and lonely,2024-05-17,1
1468,I feel empty inside,2024-01-19,1
1166,Today was productive and fun,2024-12-21,0
1186,I am excited about tomorrow,2024-11-04,0
482,I feel very lonely these days,2024-11-17,1
1268,I enjoyed a nice walk outside,2024-07-17,0
149,Today was a relaxing day,2024-05-28,0
1914,I enjoyed spending time with friends,2024-12-25,0
1121,I enjoyed a nice walk outside,2024-02-22,0
711,Today was a relaxing day,2024-10-22,0
1241,I feel tired of everything,2024-02-11,1
276,I am excited about tomorrow,2024-01-31,0
1123,I feel very sad and lonely,2024-01-17,1
850,I feel happy and motivated,2024-12-11,0
132,I had a good conversation today,2024-11-27,0
1555,I have no motivation anymore,2024-02-26,1
1211,I enjoyed spending time with friends,2024-02-25,0
725,I can't find joy in anything,2024-08-09,1
868,Life feels meaningless,2024-06-25,1
1666,I enjoyed spending time with friends,2024-12-23,0
734,Life feels meaningless,2024-04-24,1
1874,Life feels meaningless,2024-05-12,1
876,I feel empty inside,2024-01-03,1
1901,I had a great day today,2024-11-14,0
649,I feel hopeless about my future,2024-09-17,1
504,Today was a relaxing day,2024-12-15,0
840,I enjoyed spending time with friends,2024-04-19,0
389,I feel happy and motivated,2024-10-03,0
1880,Life feels meaningless,2024-02-19,1
879,I feel empty inside,2024-07-02,1
1616,I am excited about tomorrow,2024-03-03,0
1907,I enjoyed spending time with friends,2024-06-07,0
1716,I love playing sports,2024-03-03,0
465,I feel like nobody understands me,2024-03-21,1
522,I had a good conversation today,2024-09-10,0
1497,I feel happy and motivated,2024-02-14,0
654,I feel like nobody understands me,2024-03-21,1
86,Today was a relaxing day,2024-02-16,0
625,I feel empty inside,2024-09-06,1
278,I am excited about tomorrow,2024-07-05,0
1617,Nothing makes me happy anymore,2024-02-04,1
680,I love playing sports,2024-03-23,0
348,I feel tired of everything,2024-05-02,1
1272,I feel very lonely these days,2024-09-07,1
